device_id,timestamp,alert_type,severity,message
Server-App3,2026-04-18 19:06:59,CPU High,Info,Routine telemetry scan
Router-2,2026-04-18 19:07:02,Packet Loss,Info,Routine telemetry scan
Server-App2,2026-04-18 19:07:05,Memory Utilization High,Info,Routine telemetry scan
Switch-4,2026-04-18 19:07:08,Port Flapping,Info,Routine telemetry scan
Switch-4,2026-04-18 19:07:11,Port Flapping,Info,Routine telemetry scan
Server-App3,2026-04-18 19:07:14,CPU High,Info,Routine telemetry scan
Switch-3,2026-04-18 19:07:17,Port Flapping,Info,Routine telemetry scan
Switch-1,2026-04-18 19:07:20,Interface Down,Critical,Uplink trunk disconnected
Switch-1,2026-04-18 19:07:20,Port Flapping,Warning,Link instability detected
Switch-1,2026-04-18 19:07:20,Port Flapping,Warning,Link instability detected
Server-App2,2026-04-18 19:07:23,Disk Space Exhausted,Critical,Hardware boundary breached
Server-App2,2026-04-18 19:07:23,High Latency,Warning,Process starving for resources
Server-App2,2026-04-18 19:07:23,High Latency,Warning,Process starving for resources
Server-App2,2026-04-18 19:07:23,Memory Utilization High,Warning,Process starving for resources
Router-3,2026-04-18 19:07:26,High Latency,Info,Routine telemetry scan
Switch-2,2026-04-18 19:07:29,Port Flapping,Info,Routine telemetry scan
Router-3,2026-04-18 19:07:32,Interface Down,Critical,Peer adjacency failed
Router-3,2026-04-18 19:07:32,Packet Loss,Minor,Secondary network degradation
Router-3,2026-04-18 19:07:32,High Latency,Warning,Secondary network degradation
Server-App3,2026-04-18 19:07:35,Application Crash,Critical,Hardware boundary breached
Server-App3,2026-04-18 19:07:35,Database Disconnect,Minor,Process starving for resources
Server-App3,2026-04-18 19:07:35,Memory Utilization High,Warning,Process starving for resources
Router-2,2026-04-18 19:07:38,BGP Down,Critical,Peer adjacency failed
Router-2,2026-04-18 19:07:38,Packet Loss,Minor,Secondary network degradation
Router-2,2026-04-18 19:07:38,Packet Loss,Minor,Secondary network degradation
Router-2,2026-04-18 19:07:38,High Latency,Warning,Secondary network degradation
Switch-1,2026-04-18 19:07:41,Port Flapping,Info,Routine telemetry scan
Server-App1,2026-04-18 19:07:44,CPU High,Info,Routine telemetry scan
Server-DB1,2026-04-18 19:07:47,Memory Utilization High,Info,Routine telemetry scan
Server-DB1,2026-04-18 19:07:50,CPU High,Info,Routine telemetry scan
Server-DB1,2026-04-18 19:07:53,CPU High,Info,Routine telemetry scan
Switch-1,2026-04-18 19:07:56,Port Flapping,Info,Routine telemetry scan
Server-App3,2026-04-18 19:07:59,CPU High,Info,Routine telemetry scan
Router-3,2026-04-18 19:08:02,High Latency,Info,Routine telemetry scan
Server-App1,2026-04-18 19:08:05,CPU High,Info,Routine telemetry scan
Server-App2,2026-04-18 19:08:08,Memory Utilization High,Info,Routine telemetry scan
Switch-1,2026-04-18 19:08:11,License Expiry,Warning,Routine telemetry scan
Router-2,2026-04-18 19:08:14,Interface Down,Critical,Peer adjacency failed
Router-2,2026-04-18 19:08:14,High Latency,Warning,Secondary network degradation
Router-2,2026-04-18 19:08:14,Packet Loss,Minor,Secondary network degradation
Router-2,2026-04-18 19:08:14,Packet Loss,Minor,Secondary network degradation
Router-2,2026-04-18 19:08:14,Packet Loss,Minor,Secondary network degradation
Server-DB1,2026-04-18 19:08:17,Application Crash,Critical,Hardware boundary breached
Server-DB1,2026-04-18 19:08:17,Database Disconnect,Minor,Process starving for resources
Server-DB1,2026-04-18 19:08:17,Memory Utilization High,Warning,Process starving for resources
Switch-1,2026-04-18 19:08:20,License Expiry,Warning,Routine telemetry scan
Router-3,2026-04-18 19:08:23,BGP Down,Critical,Peer adjacency failed
Router-3,2026-04-18 19:08:23,Packet Loss,Minor,Secondary network degradation
Router-3,2026-04-18 19:08:23,High Latency,Warning,Secondary network degradation
Router-1,2026-04-18 19:08:26,Packet Loss,Info,Routine telemetry scan
Server-DB1,2026-04-18 19:08:29,Disk Space Exhausted,Critical,Hardware boundary breached
Server-DB1,2026-04-18 19:08:29,Database Disconnect,Minor,Process starving for resources
Server-DB1,2026-04-18 19:08:29,Database Disconnect,Minor,Process starving for resources
Server-DB1,2026-04-18 19:08:29,Database Disconnect,Minor,Process starving for resources
Server-DB1,2026-04-18 19:08:29,High Latency,Warning,Process starving for resources
Switch-4,2026-04-18 19:08:32,Port Flapping,Info,Routine telemetry scan
Server-App2,2026-04-18 19:08:35,CPU High,Major,Hardware boundary breached
Server-App2,2026-04-18 19:08:35,Memory Utilization High,Warning,Process starving for resources
Server-App2,2026-04-18 19:08:35,High Latency,Warning,Process starving for resources
Router-3,2026-04-18 19:08:38,High Latency,Info,Routine telemetry scan
Router-2,2026-04-18 19:08:41,Packet Loss,Info,Routine telemetry scan
Switch-2,2026-04-18 19:08:44,Interface Down,Critical,Uplink trunk disconnected
Switch-2,2026-04-18 19:08:44,Packet Loss,Minor,Link instability detected
Switch-2,2026-04-18 19:08:44,Port Flapping,Warning,Link instability detected
Switch-2,2026-04-18 19:08:44,Port Flapping,Warning,Link instability detected
Switch-3,2026-04-18 19:08:47,Interface Down,Critical,Uplink trunk disconnected
Switch-3,2026-04-18 19:08:47,Port Flapping,Warning,Link instability detected
Switch-3,2026-04-18 19:08:47,Port Flapping,Warning,Link instability detected
Switch-2,2026-04-18 19:08:50,Interface Down,Critical,Uplink trunk disconnected
Switch-2,2026-04-18 19:08:50,Packet Loss,Minor,Link instability detected
Switch-2,2026-04-18 19:08:50,Port Flapping,Warning,Link instability detected
Server-App1,2026-04-18 19:08:53,Memory Utilization High,Info,Routine telemetry scan
Server-DB1,2026-04-18 19:08:56,Memory Utilization High,Info,Routine telemetry scan
Switch-4,2026-04-18 19:08:59,Port Flapping,Info,Routine telemetry scan
Switch-1,2026-04-18 19:09:02,Interface Down,Critical,Uplink trunk disconnected
Switch-1,2026-04-18 19:09:02,Port Flapping,Warning,Link instability detected
Switch-1,2026-04-18 19:09:02,Port Flapping,Warning,Link instability detected
Server-DB1,2026-04-18 19:09:05,Application Crash,Critical,Hardware boundary breached
Server-DB1,2026-04-18 19:09:05,High Latency,Warning,Process starving for resources
Server-DB1,2026-04-18 19:09:05,High Latency,Warning,Process starving for resources
Server-DB1,2026-04-18 19:09:05,Memory Utilization High,Warning,Process starving for resources
Server-DB1,2026-04-18 19:09:05,Database Disconnect,Minor,Process starving for resources
Switch-4,2026-04-18 19:09:08,Interface Down,Critical,Uplink trunk disconnected
Switch-4,2026-04-18 19:09:08,Packet Loss,Minor,Link instability detected
Switch-4,2026-04-18 19:09:08,Port Flapping,Warning,Link instability detected
Switch-4,2026-04-18 19:09:08,Port Flapping,Warning,Link instability detected
Router-1,2026-04-18 19:09:11,High Latency,Info,Routine telemetry scan
Server-App2,2026-04-18 19:09:14,CPU High,Info,Routine telemetry scan
Switch-3,2026-04-18 19:09:17,Interface Down,Critical,Uplink trunk disconnected
Switch-3,2026-04-18 19:09:17,Packet Loss,Minor,Link instability detected
Switch-3,2026-04-18 19:09:17,Packet Loss,Minor,Link instability detected
Switch-3,2026-04-18 19:09:17,Port Flapping,Warning,Link instability detected
Switch-2,2026-04-18 19:09:20,Interface Down,Critical,Uplink trunk disconnected
Switch-2,2026-04-18 19:09:20,Port Flapping,Warning,Link instability detected
Switch-2,2026-04-18 19:09:20,Packet Loss,Minor,Link instability detected
Switch-2,2026-04-18 19:09:20,Port Flapping,Warning,Link instability detected
Server-App1,2026-04-18 19:09:23,Memory Utilization High,Info,Routine telemetry scan
Switch-4,2026-04-18 19:09:26,License Expiry,Warning,Routine telemetry scan
Router-3,2026-04-18 19:09:29,Packet Loss,Info,Routine telemetry scan
Router-2,2026-04-18 19:09:32,High Latency,Info,Routine telemetry scan
Switch-4,2026-04-18 19:09:35,Interface Down,Critical,Uplink trunk disconnected
Switch-4,2026-04-18 19:09:35,Packet Loss,Minor,Link instability detected
Switch-4,2026-04-18 19:09:35,Packet Loss,Minor,Link instability detected
Switch-4,2026-04-18 19:09:35,Port Flapping,Warning,Link instability detected
Server-App2,2026-04-18 19:09:38,Memory Utilization High,Info,Routine telemetry scan
Server-App3,2026-04-18 19:09:41,CPU High,Info,Routine telemetry scan
Router-3,2026-04-18 19:09:44,High Latency,Info,Routine telemetry scan
Server-App2,2026-04-18 19:09:47,CPU High,Info,Routine telemetry scan
Switch-1,2026-04-18 19:09:50,License Expiry,Warning,Routine telemetry scan
Switch-4,2026-04-18 19:09:53,Port Flapping,Info,Routine telemetry scan
Server-DB1,2026-04-18 19:09:56,Memory Utilization High,Info,Routine telemetry scan
Switch-1,2026-04-18 19:09:59,Interface Down,Critical,Uplink trunk disconnected
Switch-1,2026-04-18 19:09:59,Port Flapping,Warning,Link instability detected
Switch-1,2026-04-18 19:09:59,Port Flapping,Warning,Link instability detected
Router-2,2026-04-18 19:10:02,Packet Loss,Info,Routine telemetry scan
Switch-3,2026-04-18 19:10:05,Interface Down,Critical,Uplink trunk disconnected
Switch-3,2026-04-18 19:10:05,Packet Loss,Minor,Link instability detected
Switch-3,2026-04-18 19:10:05,Port Flapping,Warning,Link instability detected
Switch-3,2026-04-18 19:10:05,Packet Loss,Minor,Link instability detected
Router-2,2026-04-18 19:10:08,Packet Loss,Info,Routine telemetry scan
Switch-3,2026-04-18 19:10:11,Interface Down,Critical,Uplink trunk disconnected
Switch-3,2026-04-18 19:10:11,Packet Loss,Minor,Link instability detected
Switch-3,2026-04-18 19:10:11,Packet Loss,Minor,Link instability detected
Switch-4,2026-04-18 19:10:14,Interface Down,Critical,Uplink trunk disconnected
Switch-4,2026-04-18 19:10:14,Port Flapping,Warning,Link instability detected
Switch-4,2026-04-18 19:10:14,Port Flapping,Warning,Link instability detected
Switch-4,2026-04-18 19:10:14,Packet Loss,Minor,Link instability detected
Switch-1,2026-04-18 19:10:17,Port Flapping,Info,Routine telemetry scan
Switch-3,2026-04-18 19:10:20,License Expiry,Warning,Routine telemetry scan
Router-1,2026-04-18 19:10:23,High Latency,Info,Routine telemetry scan
Switch-4,2026-04-18 19:10:26,Port Flapping,Info,Routine telemetry scan
Server-DB1,2026-04-18 19:10:29,CPU High,Info,Routine telemetry scan
Switch-1,2026-04-18 19:10:32,Port Flapping,Info,Routine telemetry scan
Router-2,2026-04-18 19:10:35,High Latency,Info,Routine telemetry scan
Router-3,2026-04-18 19:10:38,High Latency,Info,Routine telemetry scan
Switch-2,2026-04-18 19:10:41,Port Flapping,Info,Routine telemetry scan
Server-App1,2026-04-18 19:10:44,CPU High,Info,Routine telemetry scan
Router-3,2026-04-18 19:10:47,High Latency,Info,Routine telemetry scan
Server-App1,2026-04-18 19:10:50,Memory Utilization High,Info,Routine telemetry scan
Router-2,2026-04-18 19:10:53,High Latency,Info,Routine telemetry scan
Switch-4,2026-04-18 19:10:56,License Expiry,Warning,Routine telemetry scan
Switch-3,2026-04-18 19:10:59,Port Flapping,Info,Routine telemetry scan
Server-App3,2026-04-18 19:11:02,CPU High,Major,Hardware boundary breached
Server-App3,2026-04-18 19:11:02,Database Disconnect,Minor,Process starving for resources
Server-App3,2026-04-18 19:11:02,Database Disconnect,Minor,Process starving for resources
Server-App2,2026-04-18 19:11:05,CPU High,Major,Hardware boundary breached
Server-App2,2026-04-18 19:11:05,High Latency,Warning,Process starving for resources
Server-App2,2026-04-18 19:11:05,High Latency,Warning,Process starving for resources
Router-1,2026-04-18 19:11:08,OSPF Down,Major,Peer adjacency failed
Router-1,2026-04-18 19:11:08,Packet Loss,Minor,Secondary network degradation
Router-1,2026-04-18 19:11:08,Packet Loss,Minor,Secondary network degradation
Router-1,2026-04-18 19:11:08,High Latency,Warning,Secondary network degradation
Router-1,2026-04-18 19:11:08,Packet Loss,Minor,Secondary network degradation
Switch-4,2026-04-18 19:11:11,Port Flapping,Info,Routine telemetry scan
Switch-4,2026-04-18 19:11:14,Interface Down,Critical,Uplink trunk disconnected
Switch-4,2026-04-18 19:11:14,Port Flapping,Warning,Link instability detected
Switch-4,2026-04-18 19:11:14,Port Flapping,Warning,Link instability detected
Switch-4,2026-04-18 19:11:14,Port Flapping,Warning,Link instability detected
Router-1,2026-04-18 19:11:17,OSPF Down,Major,Peer adjacency failed
Router-1,2026-04-18 19:11:17,High Latency,Warning,Secondary network degradation
Router-1,2026-04-18 19:11:17,Packet Loss,Minor,Secondary network degradation
Router-1,2026-04-18 19:11:17,High Latency,Warning,Secondary network degradation
Server-DB1,2026-04-18 19:11:20,Memory Utilization High,Info,Routine telemetry scan
Router-2,2026-04-18 19:11:23,High Latency,Info,Routine telemetry scan
Router-2,2026-04-18 19:11:26,Packet Loss,Info,Routine telemetry scan
Router-3,2026-04-18 19:11:29,High Latency,Info,Routine telemetry scan
Router-3,2026-04-18 19:11:32,High Latency,Info,Routine telemetry scan
Router-2,2026-04-18 19:11:35,Packet Loss,Info,Routine telemetry scan
Switch-1,2026-04-18 19:11:38,License Expiry,Warning,Routine telemetry scan
Server-App2,2026-04-18 19:11:41,CPU High,Info,Routine telemetry scan
Server-App2,2026-04-18 19:11:44,CPU High,Info,Routine telemetry scan
Router-1,2026-04-18 19:11:47,Packet Loss,Info,Routine telemetry scan
Switch-3,2026-04-18 19:11:50,Interface Down,Critical,Uplink trunk disconnected
Switch-3,2026-04-18 19:11:50,Packet Loss,Minor,Link instability detected
Switch-3,2026-04-18 19:11:50,Packet Loss,Minor,Link instability detected
Router-3,2026-04-18 19:11:53,Packet Loss,Info,Routine telemetry scan
Switch-4,2026-04-18 19:11:56,Port Flapping,Info,Routine telemetry scan
Switch-4,2026-04-18 19:11:59,Port Flapping,Info,Routine telemetry scan
Router-3,2026-04-18 19:12:02,OSPF Down,Major,Peer adjacency failed
Router-3,2026-04-18 19:12:02,Packet Loss,Minor,Secondary network degradation
Router-3,2026-04-18 19:12:02,High Latency,Warning,Secondary network degradation
Switch-1,2026-04-18 19:12:05,Interface Down,Critical,Uplink trunk disconnected
Switch-1,2026-04-18 19:12:05,Packet Loss,Minor,Link instability detected
Switch-1,2026-04-18 19:12:05,Port Flapping,Warning,Link instability detected
Switch-1,2026-04-18 19:12:05,Packet Loss,Minor,Link instability detected
Server-App3,2026-04-18 19:12:08,CPU High,Info,Routine telemetry scan
Server-App1,2026-04-18 19:12:11,Memory Utilization High,Info,Routine telemetry scan
Server-App1,2026-04-18 19:12:14,CPU High,Major,Hardware boundary breached
Server-App1,2026-04-18 19:12:14,Memory Utilization High,Warning,Process starving for resources
Server-App1,2026-04-18 19:12:14,Memory Utilization High,Warning,Process starving for resources
Server-App1,2026-04-18 19:12:14,Database Disconnect,Minor,Process starving for resources
Server-App3,2026-04-18 19:12:17,Memory Utilization High,Info,Routine telemetry scan
Switch-2,2026-04-18 19:12:20,License Expiry,Warning,Routine telemetry scan
Server-App2,2026-04-18 19:12:23,CPU High,Major,Hardware boundary breached
Server-App2,2026-04-18 19:12:23,Memory Utilization High,Warning,Process starving for resources
Server-App2,2026-04-18 19:12:23,High Latency,Warning,Process starving for resources
Server-App2,2026-04-18 19:12:23,Memory Utilization High,Warning,Process starving for resources
Router-1,2026-04-18 19:12:26,High Latency,Info,Routine telemetry scan
Server-App1,2026-04-18 19:12:29,CPU High,Info,Routine telemetry scan
Server-App2,2026-04-18 19:12:32,CPU High,Info,Routine telemetry scan
Router-3,2026-04-18 19:12:35,High Latency,Info,Routine telemetry scan
Server-App2,2026-04-18 19:12:38,CPU High,Info,Routine telemetry scan
Server-App2,2026-04-18 19:12:41,Memory Utilization High,Info,Routine telemetry scan
Router-1,2026-04-18 19:12:44,Packet Loss,Info,Routine telemetry scan
Server-DB1,2026-04-18 19:12:47,Memory Utilization High,Info,Routine telemetry scan
Server-App2,2026-04-18 19:12:50,Memory Utilization High,Info,Routine telemetry scan
Router-1,2026-04-18 19:12:53,Packet Loss,Info,Routine telemetry scan
Router-2,2026-04-18 19:12:56,BGP Down,Critical,Peer adjacency failed
Router-2,2026-04-18 19:12:56,Packet Loss,Minor,Secondary network degradation
Router-2,2026-04-18 19:12:56,High Latency,Warning,Secondary network degradation
Router-2,2026-04-18 19:12:56,High Latency,Warning,Secondary network degradation
Server-App1,2026-04-18 19:12:59,Memory Utilization High,Info,Routine telemetry scan
Switch-3,2026-04-18 19:13:02,License Expiry,Warning,Routine telemetry scan
Server-DB1,2026-04-18 19:13:05,Memory Utilization High,Info,Routine telemetry scan
Switch-4,2026-04-18 19:13:08,License Expiry,Warning,Routine telemetry scan
Server-DB1,2026-04-18 19:13:11,CPU High,Info,Routine telemetry scan
Switch-4,2026-04-18 19:13:14,Interface Down,Critical,Uplink trunk disconnected
Switch-4,2026-04-18 19:13:14,Port Flapping,Warning,Link instability detected
Switch-4,2026-04-18 19:13:14,Port Flapping,Warning,Link instability detected
Router-1,2026-04-18 19:13:17,Packet Loss,Info,Routine telemetry scan
Router-1,2026-04-18 19:13:20,High Latency,Info,Routine telemetry scan
Server-App1,2026-04-18 19:13:23,Memory Utilization High,Info,Routine telemetry scan
Router-2,2026-04-18 19:13:26,High Latency,Info,Routine telemetry scan
Router-2,2026-04-18 19:13:29,High Latency,Info,Routine telemetry scan
Switch-4,2026-04-18 19:13:32,Port Flapping,Info,Routine telemetry scan
Switch-2,2026-04-18 19:13:35,License Expiry,Warning,Routine telemetry scan
Switch-1,2026-04-18 19:13:38,License Expiry,Warning,Routine telemetry scan
Switch-1,2026-04-18 19:13:41,Interface Down,Critical,Uplink trunk disconnected
Switch-1,2026-04-18 19:13:41,Packet Loss,Minor,Link instability detected
Switch-1,2026-04-18 19:13:41,Packet Loss,Minor,Link instability detected
Switch-1,2026-04-18 19:13:44,License Expiry,Warning,Routine telemetry scan
Switch-1,2026-04-18 19:13:47,License Expiry,Warning,Routine telemetry scan
Server-App3,2026-04-18 19:13:50,CPU High,Info,Routine telemetry scan
Switch-4,2026-04-18 19:13:53,Port Flapping,Info,Routine telemetry scan
Server-App2,2026-04-18 19:13:56,Memory Utilization High,Info,Routine telemetry scan
Server-DB1,2026-04-18 19:13:59,Memory Utilization High,Info,Routine telemetry scan
Switch-4,2026-04-18 19:14:02,Interface Down,Critical,Uplink trunk disconnected
Switch-4,2026-04-18 19:14:02,Packet Loss,Minor,Link instability detected
Switch-4,2026-04-18 19:14:02,Port Flapping,Warning,Link instability detected
Switch-4,2026-04-18 19:14:02,Port Flapping,Warning,Link instability detected
Server-DB1,2026-04-18 19:14:05,Memory Utilization High,Info,Routine telemetry scan
Router-1,2026-04-18 19:14:08,BGP Down,Critical,Peer adjacency failed
Router-1,2026-04-18 19:14:08,Packet Loss,Minor,Secondary network degradation
Router-1,2026-04-18 19:14:08,Packet Loss,Minor,Secondary network degradation
Router-1,2026-04-18 19:14:08,High Latency,Warning,Secondary network degradation
Switch-4,2026-04-18 19:14:11,Port Flapping,Info,Routine telemetry scan
Switch-4,2026-04-18 19:14:14,Interface Down,Critical,Uplink trunk disconnected
Switch-4,2026-04-18 19:14:14,Packet Loss,Minor,Link instability detected
Switch-4,2026-04-18 19:14:14,Port Flapping,Warning,Link instability detected
Switch-4,2026-04-18 19:14:14,Port Flapping,Warning,Link instability detected
Switch-3,2026-04-18 19:14:17,Port Flapping,Info,Routine telemetry scan
Server-App2,2026-04-18 19:14:20,Memory Utilization High,Info,Routine telemetry scan
Switch-2,2026-04-18 19:14:23,License Expiry,Warning,Routine telemetry scan
Server-DB1,2026-04-18 19:14:26,CPU High,Info,Routine telemetry scan
Router-3,2026-04-18 19:14:29,Packet Loss,Info,Routine telemetry scan
Switch-4,2026-04-18 19:14:32,License Expiry,Warning,Routine telemetry scan
Router-1,2026-04-18 19:14:35,OSPF Down,Major,Peer adjacency failed
Router-1,2026-04-18 19:14:35,Packet Loss,Minor,Secondary network degradation
Router-1,2026-04-18 19:14:35,Packet Loss,Minor,Secondary network degradation
Router-1,2026-04-18 19:14:35,High Latency,Warning,Secondary network degradation
Router-2,2026-04-18 19:14:38,Packet Loss,Info,Routine telemetry scan
Server-DB1,2026-04-18 19:14:41,Application Crash,Critical,Hardware boundary breached
Server-DB1,2026-04-18 19:14:41,Memory Utilization High,Warning,Process starving for resources
Server-DB1,2026-04-18 19:14:41,High Latency,Warning,Process starving for resources
Server-App2,2026-04-18 19:14:44,Memory Utilization High,Info,Routine telemetry scan
Server-App3,2026-04-18 19:14:47,CPU High,Info,Routine telemetry scan
Router-2,2026-04-18 19:14:50,Packet Loss,Info,Routine telemetry scan
Router-2,2026-04-18 19:14:53,Interface Down,Critical,Peer adjacency failed
Router-2,2026-04-18 19:14:53,Packet Loss,Minor,Secondary network degradation
Router-2,2026-04-18 19:14:53,High Latency,Warning,Secondary network degradation
Router-1,2026-04-18 19:14:56,Interface Down,Critical,Peer adjacency failed
Router-1,2026-04-18 19:14:56,High Latency,Warning,Secondary network degradation
Router-1,2026-04-18 19:14:56,Packet Loss,Minor,Secondary network degradation
Router-1,2026-04-18 19:14:56,High Latency,Warning,Secondary network degradation
Server-App3,2026-04-18 19:14:59,Memory Utilization High,Info,Routine telemetry scan
Switch-2,2026-04-18 19:15:02,License Expiry,Warning,Routine telemetry scan
Server-App1,2026-04-18 19:15:05,Memory Utilization High,Info,Routine telemetry scan
Router-2,2026-04-18 19:15:08,Packet Loss,Info,Routine telemetry scan
Router-3,2026-04-18 19:15:11,Interface Down,Critical,Peer adjacency failed
Router-3,2026-04-18 19:15:11,Packet Loss,Minor,Secondary network degradation
Router-3,2026-04-18 19:15:11,Packet Loss,Minor,Secondary network degradation
Switch-4,2026-04-18 19:15:14,License Expiry,Warning,Routine telemetry scan
Switch-4,2026-04-18 19:15:17,Interface Down,Critical,Uplink trunk disconnected
Switch-4,2026-04-18 19:15:17,Port Flapping,Warning,Link instability detected
Switch-4,2026-04-18 19:15:17,Packet Loss,Minor,Link instability detected
Switch-4,2026-04-18 19:15:17,Packet Loss,Minor,Link instability detected
Server-App2,2026-04-18 19:15:20,Memory Utilization High,Info,Routine telemetry scan
Server-App1,2026-04-18 19:15:23,CPU High,Info,Routine telemetry scan
Router-3,2026-04-18 19:15:26,High Latency,Info,Routine telemetry scan
Switch-1,2026-04-18 19:15:29,License Expiry,Warning,Routine telemetry scan
Router-2,2026-04-18 19:15:32,High Latency,Info,Routine telemetry scan
Router-3,2026-04-18 19:15:35,High Latency,Info,Routine telemetry scan
Switch-2,2026-04-18 19:15:38,Port Flapping,Info,Routine telemetry scan
Router-3,2026-04-18 19:15:41,Packet Loss,Info,Routine telemetry scan
Router-3,2026-04-18 19:15:44,High Latency,Info,Routine telemetry scan
Switch-3,2026-04-18 19:15:47,Interface Down,Critical,Uplink trunk disconnected
Switch-3,2026-04-18 19:15:47,Port Flapping,Warning,Link instability detected
Switch-3,2026-04-18 19:15:47,Packet Loss,Minor,Link instability detected
Server-App1,2026-04-18 19:15:50,CPU High,Info,Routine telemetry scan
Router-3,2026-04-18 19:15:53,High Latency,Info,Routine telemetry scan
Switch-4,2026-04-18 19:15:56,Port Flapping,Info,Routine telemetry scan
Server-App1,2026-04-18 19:15:59,Memory Utilization High,Info,Routine telemetry scan
Router-1,2026-04-18 19:16:02,BGP Down,Critical,Peer adjacency failed
Router-1,2026-04-18 19:16:02,High Latency,Warning,Secondary network degradation
Router-1,2026-04-18 19:16:02,High Latency,Warning,Secondary network degradation
Router-1,2026-04-18 19:16:02,Packet Loss,Minor,Secondary network degradation
Router-1,2026-04-18 19:16:02,Packet Loss,Minor,Secondary network degradation
Server-App1,2026-04-18 19:16:05,CPU High,Info,Routine telemetry scan
Router-3,2026-04-18 19:16:08,High Latency,Info,Routine telemetry scan
Router-1,2026-04-18 19:16:11,High Latency,Info,Routine telemetry scan
Switch-1,2026-04-18 19:16:14,License Expiry,Warning,Routine telemetry scan
Router-1,2026-04-18 19:16:17,High Latency,Info,Routine telemetry scan
Router-2,2026-04-18 19:16:20,Packet Loss,Info,Routine telemetry scan
Server-App2,2026-04-18 19:16:23,Memory Utilization High,Info,Routine telemetry scan
Router-2,2026-04-18 19:16:26,Packet Loss,Info,Routine telemetry scan
Router-1,2026-04-18 19:16:29,Interface Down,Critical,Peer adjacency failed
Router-1,2026-04-18 19:16:29,Packet Loss,Minor,Secondary network degradation
Router-1,2026-04-18 19:16:29,Packet Loss,Minor,Secondary network degradation
Router-3,2026-04-18 19:16:32,OSPF Down,Major,Peer adjacency failed
Router-3,2026-04-18 19:16:32,Packet Loss,Minor,Secondary network degradation
Router-3,2026-04-18 19:16:32,Packet Loss,Minor,Secondary network degradation
Switch-2,2026-04-18 19:16:35,License Expiry,Warning,Routine telemetry scan
Server-App3,2026-04-18 19:16:38,Memory Utilization High,Info,Routine telemetry scan
Server-DB1,2026-04-18 19:16:41,CPU High,Info,Routine telemetry scan
Switch-1,2026-04-18 19:16:44,License Expiry,Warning,Routine telemetry scan
Server-App1,2026-04-18 19:16:47,Disk Space Exhausted,Critical,Hardware boundary breached
Server-App1,2026-04-18 19:16:47,Memory Utilization High,Warning,Process starving for resources
Server-App1,2026-04-18 19:16:47,Database Disconnect,Minor,Process starving for resources
Server-App1,2026-04-18 19:16:47,Memory Utilization High,Warning,Process starving for resources
Router-2,2026-04-18 19:16:50,Interface Down,Critical,Peer adjacency failed
Router-2,2026-04-18 19:16:50,Packet Loss,Minor,Secondary network degradation
Router-2,2026-04-18 19:16:50,High Latency,Warning,Secondary network degradation
Switch-2,2026-04-18 19:16:53,Port Flapping,Info,Routine telemetry scan
Router-3,2026-04-18 19:16:56,Interface Down,Critical,Peer adjacency failed
Router-3,2026-04-18 19:16:56,High Latency,Warning,Secondary network degradation
Router-3,2026-04-18 19:16:56,High Latency,Warning,Secondary network degradation
Router-3,2026-04-18 19:16:56,High Latency,Warning,Secondary network degradation
Switch-2,2026-04-18 19:16:59,Interface Down,Critical,Uplink trunk disconnected
Switch-2,2026-04-18 19:16:59,Packet Loss,Minor,Link instability detected
Switch-2,2026-04-18 19:16:59,Packet Loss,Minor,Link instability detected
Router-1,2026-04-18 19:17:02,Interface Down,Critical,Peer adjacency failed
Router-1,2026-04-18 19:17:02,High Latency,Warning,Secondary network degradation
Router-1,2026-04-18 19:17:02,Packet Loss,Minor,Secondary network degradation
Router-1,2026-04-18 19:17:02,Packet Loss,Minor,Secondary network degradation
Server-App2,2026-04-18 19:17:05,CPU High,Info,Routine telemetry scan
Switch-3,2026-04-18 19:17:08,Port Flapping,Info,Routine telemetry scan
Router-2,2026-04-18 19:17:11,Packet Loss,Info,Routine telemetry scan
Server-App2,2026-04-18 19:17:14,Memory Utilization High,Info,Routine telemetry scan
Router-3,2026-04-18 19:17:17,High Latency,Info,Routine telemetry scan
Server-App1,2026-04-18 19:17:20,CPU High,Info,Routine telemetry scan
Server-App3,2026-04-18 19:17:23,CPU High,Info,Routine telemetry scan
Switch-3,2026-04-18 19:17:26,Interface Down,Critical,Uplink trunk disconnected
Switch-3,2026-04-18 19:17:26,Port Flapping,Warning,Link instability detected
Switch-3,2026-04-18 19:17:26,Packet Loss,Minor,Link instability detected
Switch-3,2026-04-18 19:17:26,Packet Loss,Minor,Link instability detected
Switch-3,2026-04-18 19:17:29,Interface Down,Critical,Uplink trunk disconnected
Switch-3,2026-04-18 19:17:29,Port Flapping,Warning,Link instability detected
Switch-3,2026-04-18 19:17:29,Packet Loss,Minor,Link instability detected
Router-2,2026-04-18 19:17:32,Packet Loss,Info,Routine telemetry scan
Server-DB1,2026-04-18 19:17:35,Memory Utilization High,Info,Routine telemetry scan
Router-3,2026-04-18 19:17:38,High Latency,Info,Routine telemetry scan
Server-App1,2026-04-18 19:17:41,CPU High,Info,Routine telemetry scan
Router-1,2026-04-18 19:17:44,High Latency,Info,Routine telemetry scan
Switch-4,2026-04-18 19:17:47,Port Flapping,Info,Routine telemetry scan
Switch-3,2026-04-18 19:17:50,Port Flapping,Info,Routine telemetry scan
